Name;Platform;Global_Sales
Inkheart;DS;2
Lunatic Dawn Tempest;PS2;2
Strike Witches: Shirogane no Tsubasa;PSP;2
Total Immersion Racing;XB;2
Luxor: The Wrath of Set;PSP;2
Board Game: Top Shop;PS;2
Blade Arcus from Shining EX;PS3;2
Bigfoot King of Crush;Wii;2
NANA: Live Staff Daiboshuu! Shoshinsha Kangei;DS;2
Demigod;PC;2
Cocoto Magic Circus;Wii;2
Rugby Challenge 3;X360;2
Toukiden 2;PS3;2
Europa Universalis III Complete;PC;2
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto;PS2;2
Dunamis 15;PS3;2
DemiKids: Dark Version;GBA;2
Resident Evil: Umbrella Corps;PS4;2
Mage Knight: Destiny's Soldier;DS;2
Fishdom 2 Deluxe;PC;2
Blender Bros.;GBA;2
Treasure Chase;DS;2
Suzumiya Haruhi no Heiretsu;Wii;2
Stronghold Crusader Extreme;PC;2
Nanatsuiro * Drops Pure!!;PS2;2
DemiKids: Light Version;GBA;2
Pe-Jongju to Manabu Kankokugo DS: Test-Hen;DS;2
Cities XL 2011;PC;2
Farm Frenzy 3;DS;2
Bottom of the 9th '97;PS;2
Shaman King: Chou Senjiryokketsu 3;GBA;2
Rapala for Kinect;X360;2
Line Rider 2: Unbound;Wii;2
Hyakka Hyakurou: Sengoku Ninpoujou;PSV;2
HatsuKare * Renai Debut Sengen!;PSP;2
QUIZ PARTY;Wii;2
SimCity Societies;PC;2
Winx Club: Rockstars;DS;2
World Series of Poker 2008: Battle for the Bracelets;PSP;2
Star Trek Online;PC;2
Kingdom: Ikkitousen no Ken;PSP;2
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen;PS2;2
RayCrisis: Series Termination;PS;2
Bomberman Story DS;DS;2
Anima - Gate of Memories;PS4;2
Ikki Tousen: Shining Dragon;PS2;2
Tom Clancy's Rainbow Six: Vegas 2;PC;2
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki;PS2;2
Toxic Grind;XB;2
Tropico 4: Modern Times;PC;2
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable;PSP;2
ScrapLand;XB;2
Enchanted Arms (JP sales);X360;2
Utawarerumono: Futari no Hakuoro;PS3;2
Geten no Hana;PSP;2
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban;PSP;2
Indianapolis 500 Evolution;X360;2
Brothers in Arms: Hell's Highway;PC;2
D.Gray-man: Sousha no Shikaku;PS2;2
Crazy Machines;Wii;2
Ookami to Koushinryou: Omiowataru Kaze;DS;2
DiRT;PC;2
School Days LxH;PS2;2
IL-2 Sturmovik: Forgotten Battles;PC;2
Serious Sam HD: Gold Edition;X360;2
Big Idea's VeggieTales: LarryBoy and the Bad Apple;PS2;2
Neo Angelique;PS2;2
Psycho-Pass: Mandatory Happiness;PSV;2
Namco Museum Battle Collection (JP sales);PSP;2
Ceville;PC;2
Brandish: The Dark Revenant;PSP;2
Thomas and Friends: Steaming around Sodor;3DS;2
"Chaos;Head Noah";PSP;2
Summon Night: Swordcraft Story;GBA;2
Samurai Shodown V;XB;2
Falcon 4.0: Allied Force;PC;2
Minna no Chizu 2;PSP;2
Pro Fishing Challenge;XB;2
Franklin's Great Adventures;DS;2
Atelier Firis: The Alchemist of the Mysterious Journey;PSV;2
Phoenix Wright: Ace Attorney Trilogy;3DS;2
Princess Saver! Eternal Love for My Lady;PS2;2
Jitsumei Jikkyou Keiba Dream Classic 2002;PS2;2
Ice Age: Dawn of the Dinosaurs;PC;2
To Love-Ru Trouble: Darkness - True Princess;PSV;2
Tokyo Mew Mew;PS;2
Kawasaki Jet Ski;Wii;2
Interactive Storybook DS Series 3;DS;2
Twinkle * Crusaders GoGo!;PSP;2
Moujuutsukai to Oujisama: Snow Bride Portable;PSP;2
Rule of Rose;PS2;2
RedCard 20-03;GC;2
Bejeweled 2 Deluxe;PC;2
Freestyle Metal X;XB;2
Captain Morgane and the Golden Turtle;PS3;2
Shonen Jump's One Piece: Grand Adventure;PS2;2
Dino Dini's Kick Off Revival;PS4;2
Pac-Man World Rally;PS2;2
Winning Post 8 2015;PS3;2
GT Legends;PC;2
Monster High 13 Wishes;WiiU;2
Ukiyo no Roushi;PSV;2
Uta Kumi 575;PSV;2
The Professor's Brain Trainer: Logic;DS;2
Street Fighter X Tekken;PC;2
Kung Fu Panda;PC;2
428: Fuusa Sareta Shibuya de;PS3;2
Catan;DS;2
Frontlines: Fuel of War;PC;2
Jewel Match 2;DS;2
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin;PSP;2
Rugby World Cup 2015;XOne;2
NFL Blitz Pro;GC;2
Tom Clancy's EndWar;PC;2
Totally Spies! 2: Undercover;DS;2
Black Rose Valkyrie;PS4;2
Commandos: Strike Force;XB;2
Warriors of the Lost Empire (JP sales);PSP;2
Jojo's Bizarre Adventure;PS;2
Lode Runner;DS;2
Evolution Snowboarding;PS2;2
Zathura;XB;2
Jissen Pachinko Hisshouhou! CR Sakura Taisen;PS2;2
Zillions of Enemy X: Zetsukai no Crusade;PS3;2
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki;SNES;2
Plants vs. Zombies: Garden Warfare;PC;2
Happiness! De-Lucks;PS2;2
Doki Majo Plus;DS;2
Eureka Seven Vol. 2: The New Vision;PS2;2
Love Once: Mermaid's Tears;PS3;2
Castlevania: Lords of Shadow - Reverie;X360;2
Puzzle Challenge: Crosswords and More!;PS2;2
Muppets Party Cruise;GC;2
Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike;PSP;2
Test Drive Unlimited;PC;2
Shippuu Mahou Daisakusen: Kingdom-Grandprix;SAT;2
Saint;Wii;2
Grey's Anatomy: The Video Game;PC;2
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri;PSP;2
Let's Play Flight Attendant;DS;2
F1 Race Stars;PC;2
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP;DS;2
Call of Duty: Modern Warfare Trilogy;PS3;2
Motto! SoniComi;PS3;2
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World;PSP;2
Serious Sam: Next Encounter;GC;2
Diabolik Lovers: More Blood;PSV;2
PachiPara 15: Super Umi Monogatari in Okinawa 2;PS3;2
Serious Sam HD: Gold Edition;PC;2
Knight's Apprentice: Memorick's Adventures;XB;2
Akai Ito DS;DS;2
Natsuiro no Sunadokei;PS2;2
Freedom Wings;DS;2
Unreal Anthology;PC;2
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo;PS2;2
Triple Crown Championship Snowboarding;Wii;2
Dream Chronicles;DS;2
18 Wheels of Steel: Extreme Trucker;PC;2
X3: Terran War Pack;PC;2
Geon Cube;Wii;2
Left 4 Dead;PC;2
Steal Princess;DS;2
Ballblazer Champions;PS;2
Azada;3DS;2
Gochuumon wa Usagi Desu ka?? Wonderful Party!;PSV;2
Koisuru Otome to Shugo no Tate: The Shield of AIGIS;PS2;2
Galaxy Angel II: Eigou Kaiki no Koku;PS2;2
Moujuutsukai to Oujisama Portable;PSP;2
Genroh;PSP;2
Otome wa Oanesama Boku ni Koi Shiteru Portable;PSP;2
Iron Phoenix;XB;2
Kuon;PS2;2
Kannou Mukashi Banashi Portable;PSP;2
Tennis no Oji-Sama: Driving Smash! Side King;DS;2
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku;PS3;2
Rose to Tasogare no Kojou;PSV;2
Tale of a Hero;PC;2
UnchainBlades EXXiV;3DS;2
Mount & Blade;PC;2
Carmen Sandiego: The Secret of the Stolen Drums;GC;2
Fritz Chess;DS;2
Puyo Puyo! 15th Anniversary;PSP;2
Mind over Matter;DS;2
Dies Irae: Amantes Amentes;PSP;2
The Idolmaster: Gravure For You! Vol.9;PS3;2
Casper's Scare School: Classroom Capers;DS;2
Discovery Kids: Snake Safari;DS;2
Heavy Fire: The Chosen Few 3D;3DS;2
Fuel;PC;2
The Settlers IV;PC;2
Ryu-koku;PS2;2
Dungeon Defenders;PC;2
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu;DS;2
GunParade Orchestra: Midori no Shou;PS2;2
Group S Challenge;XB;2
Fritz Chess;Wii;2
G1 Jockey Wii;Wii;2
Shooter: Starfighter Sanvein;PS;2
Sakura Wars 1 & 2;PSP;2
Dragon's Lair;DS;2
Disney's Meet the Robinsons;DS;2
Mata Hari: Betrayal is only a Kiss Away;PC;2
Cities in Motion Collection;PC;2
Date A Live: Arusu Install;PS3;2
Terminator 3: The Redemption;GC;2
Farm Frenzy;PC;2
Tengen Toppa Gurren-Lagann;DS;2
Mario Tennis;3DS;2
Sugoi Hebereke;SNES;2
Pebble Beach Golf Links;SAT;2
Veggy World;DS;2
Dakar 2: The World's Ultimate Rally;XB;2
Balls of Fury;Wii;2
Indigo Prophecy;PC;2
Overlord;PC;2
Higurashi Daybreak Portable Mega Edition;PSP;2
The Lord of the Rings: The Battle for Middle-Earth II;PC;2
Whiteout;PS2;2
Shinken de Watashi ni Koi Shinasai! R;PS3;2
Command & Conquer: The First Decade;PC;2
Shiratsuyu no Kai;PSP;2
Rugby League Team Manager 2015;PC;2
FIFA Soccer 09;PC;2
Quake 4;PC;2
XGRA: Extreme G Racing Association;GC;2
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto;PSP;2
Max Payne;PC;2
Taito Legends 2;PS2;2
Touhou Genso Rondo: Bullet Ballet;PS4;2
Kill.Switch;GBA;2
Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!;PSP;2
Jinsei Game Wii;Wii;2
So Blonde;PC;2
Atari Flashback Classics: Volume 1;XOne;2
The Sims: Complete Collection;PC;2
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore;DS;2
SBK: Snowboard Kids;DS;2
Gekka Ryouran Romance;PSP;2
Guess the Logos;XB;2
Ore no Yome: Anata Dake no Hanayome;X360;2
Resident Evil Zero;PC;2
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection;SAT;2
Final Approach 2: 1st Priority;PS2;2
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!;DS;2
Homeworld;PC;2
Back to the Future: The Game;X360;2
Sniper Elite V2;WiiU;2
Moujuutsukai to Oujisama: Snow Bride;PS2;2
Detective Jinguuji Saburo: Ronde Revenge;3DS;2
Casper: Spirit Dimensions;GC;2
Meitantei Evangelion;PS2;2
Tsuyo Kiss 2 Portable;PSP;2
Paragon;PS4;2
Order of War;PC;2
The Fast and the Furious;PSP;2
Butt-Ugly Martians: Zoom or Doom!;PS2;2
Mar Heaven: Karudea no Akuma;DS;2
Vampire Mansion: Linda Hyde;DS;2
Brain Dead 13;PS;2
"Robotics;Notes";X360;2
Maximum Capacity: Hotel Giant;PC;2
Sacred Gold;PC;2
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri;DS;2
T.A.C. Heroes : Big Red One;DS;2
The King of Fighters NeoWave;XB;2
Dungeons & Dragons: Shadow over Mystara;PS3;2
Super PickUps;PS2;2
Command & Conquer 3: Deluxe Edition;PC;2
Legend: Hand of God;PC;2
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa;DS;2
Atari Flashback Classics: Volume 2;XOne;2
Aquanaut's Holiday;PS;2
Hakuoki: Shinkai - Hana no Shou;PSV;2
Hot 'n' Cold;DS;2
Nisenochigiri;PSP;2
Sacred 3;PC;2
Pro Evolution Soccer 2017;PC;2
Wakeboarding Unleashed Featuring Shaun Murray;GBA;2
Last Escort;PS2;2
Kikou Heidan J-Phoenix: Cobalt Shoutaihen;PS2;2
SAW;PC;2
World Championship Poker featuring Howard Lederer: All In;Wii;2
Meikyuu Cross Blood: Reloaded;X360;2
Livly Garden;DS;2
Nicktoons Collection: Game Boy Advance Video Volume 3;GBA;2
The Awakened Fate Ultimatum;PS3;2
Spider-Man 3;PC;2
Xblaze: Lost Memories;PS3;2
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden;PSP;2
Commando: Steel Disaster;DS;2
Aria: The Natural ~Tooi Yume no Mirage~;PS2;2
Fallout Trilogy;PC;2
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii;Wii;2
Natalie Brooks: Mystery at Hillcrest High;DS;2
Gal Gun;PS3;2
Hakuouki: Yuugi Roku DS;DS;2
Shonen Jump's Shaman King: Master of Spirits 2;GBA;2
Toki no Kizuna: Hanayui Tsuzuri;PSP;2
Rinne no Lagrange: Kamogawa Days;PS3;2
Code R;SAT;2
The Idolmaster: Gravure For You! Vol.8;PS3;2
Spirits and Demons: 5 Game Pack;PC;2
Disney Sports Football;GBA;2
Chicken Hunter;DS;2
Net High;PSV;2
Kao Challengers;PSP;2
Hakuoki: Shinkai - Furi no Shou;PSV;2
Jake Hunter: Detective Chronicles;DS;2
Spider-Man: Web of Shadows;PC;2
Demolition Company: Gold Edition;PC;2
Onechanbara Special;PSP;2
Headhunter: Redemption;XB;2
Jewel Master: Cradle Of Rome 2;DS;2
Daikaijuu Battle: Ultra Coliseum;Wii;2
Saki: Achiga-Hen Portable;PSP;2
Minna de Dokusho: Keatai Shousetsu Desu;PSP;2
Polar Bowler;DS;2
Prehistorik Man;GBA;2
Winter Sports 2011;X360;2
F1 2002;GBA;2
Chicago Enforcer;XB;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7;PS3;2
The Lord of the Rings Online: Mines of Moria;PC;2
Chevrolet Camaro: Wild Ride;DS;2
Jinguuji Saburou DS: Akai Chou;DS;2
Carmageddon: Max Damage;XOne;2
Stormrise;PC;2
Dance Dance Revolution Extra Mix;PS;2
UnchainBlades EXXiV;PSP;2
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou;DS;2
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version;PSV;2
Super Bowling;N64;2
Rat Attack!;N64;2
Kawaii Koinu DS 3;DS;2
Hoppie;DS;2
Chuugen no Hasha: Sangoku Shouseiden;PSP;2
Resident Evil 4 HD;XOne;2
Largo Winch .// Commando Sar;PS;2
Joker no Kuni no Alice: Wonderful Wonder World;PSP;2
Cross Treasures;DS;2
Painkiller;PC;2
Ruff Trigger: The Vanocore Conspiracy;PS2;2
Fast & Furious: Showdown;PS3;2
Princess Isabella: A Witch's Curse;Wii;2
Casper's Scare School: Spooky Sports Day;Wii;2
War Leaders: Clash of Nations;PC;2
Ferrari Challenge Trofeo Pirelli Deluxe;Wii;2
Silent Bomber;PS;2
Samurai & Dragons;PSV;2
Elminage Original: Majo to Megami to Kamigami no Yubiwa;PSP;2
PDC World Championship Darts: Pro Tour;X360;2
TalkMan;PSP;2
RollerCoaster Tycoon World;PC;2
Oil Rush;PC;2
XGRA: Extreme G Racing Association;XB;2
Arslan: The Warriors of Legend;XOne;2
Darksiders: Warmastered Edition;PS4;2
Uta no * Prince-Sama;PSP;2
Agatha Christie: The ABC Murders;PC;2
Elminage Gothic: Ulm Zakir to Yami no Gishiki;PSP;2
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator;PSP;2
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!;3DS;2
Mushishi: Amefuru Sato;DS;2
Timmy Time;DS;2
Arcana Famiglia: Vascello Phantasma no Majutsushi;PSP;2
Lara Croft and the Temple of Osiris;PC;2
The Legend of Heroes: Trails in the Sky Second Chapter;PS3;2
Airport Simulator;PC;2
Motocross Mania 3;XB;2
Winning Post 7: Maximum 2007;PS2;2
ESPN MLS ExtraTime 2002;GC;2
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days;PS2;2
Vitamin R;PSP;2
Angelique Retour;PSV;2
Fist of the North Star: Ken's Rage 2;WiiU;2
Blazing Angels: Squadrons of WWII;PC;2
Hellgate: London;PC;2
Gakuen K: Wonderful School Days;PSP;2
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation;GBA;2
Guitar Freaks V2 & DrumMania V2;PS2;2
Backyard Baseball '09;PS2;2
Dynasty Warriors 8: Empires;PSV;2
Puzzle City;DS;2
Dance! It's Your Stage;PS3;2
CV Casting Voice;PS3;2
Pastel Chime Continue;PSP;2
Zwei!!;PSP;2
The Sims 2: Happy Holiday Stuff;PC;2
Ro-Kyu-Bu! Lost Secret;PSP;2
Pump It Up: Exceed;XB;2
Tenkai Knights: Brave Battle;3DS;2
TOCA Race Driver 3;PC;2
Malice;PS2;2
Devil Survivor: Over Clock;3DS;2
Defendin' De Penguin;DS;2
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection;PS2;2
Kokoro Connect: Yochi Random;PSP;2
Littlest Pet Shop;PC;2
Warship Gunner 2 Portable;PSP;2
Downtown Nekketsu Jidaigek;3DS;2
B-17: Fortress in the Sky;DS;2
Spanish for Everyone!;DS;2
Battle Princess of Arcadias;PS3;2
Chuck E. Cheese's Super Collection;Wii;2
Runaway: A Twist of Fate;DS;2
Uchuu Keiji Tamashii: The Space Sheriff Spirits;PS2;2
X-Plane 10 Global;PC;2
Drakensang: The Dark Eye;PC;2
WRC 2: FIA World Rally Championship;PC;2
Car Battler Joe;GBA;2
StormLover Karen!!;PSP;2
Digimon Rumble Arena 2;XB;2
"Steins;Gate: Hiyoku Renri no Darling";PS3;2
Ten Pin Alley 2;Wii;2
Coded Soul: Uke Keigareshi Idea;PSP;2
AIR;PSP;2
Hana to Otome ni Shukufuku o: Harekaze no Okurimono;PS2;2
Otoko Yukaku;PSV;2
Mount & Blade Collection;PC;2
Ridge Racer Unbounded;PC;2
Mortal Kombat;PC;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5;PS3;2
Virtua Pro Football;PS2;2
Date-A-Live Twin Edition: Rio Reincarnation;PSV;2
Adidas Power Soccer 98;PS;2
Natsuiro High School: Seishun Hakusho;PS4;2
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales);Wii;2
Heroes VS;PSP;2
Mini Ninjas;PC;2
Sotsugyou II: Neo Generation Special;3DO;2
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi;PSV;2
Kazoku Keikaku;PSP;2
Resident Evil 5 HD;XOne;2
Super Fruit Fall;Wii;2
Jelly Belly: Ballistic Beans;Wii;2
Army Rescue;Wii;2
Tom Clancy's Splinter Cell Classic Trilogy HD;PS3;2
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions);PC;2
UFO: Trilogy;PC;2
Amatsumi Sora ni! Kumo no Hatate ni;PSV;2
Dark Tales: Edgar Allan Poe's The Premature Burial;PC;2
Aoishiro;PS2;2
Mount & Blade: Warband;PC;2
Virtual Kasparov;GBA;2
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.;XB;2
PC Engine Best Collection: Tengai Makyou Collection;PSP;2
Kung Fu Panda: Showdown of Legendary Legends;PS3;2
Kung Fu Panda: Showdown of Legendary Legends;X360;2
Speed Kings;GC;2
Mighty No. 9;XOne;2
You Don't Know Jack;PC;2
Crysis: Warhead;PC;2
ESPN MLS ExtraTime 2002;XB;2
Worldwide Soccer Manager 2007;PC;2
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome;PSP;2
The Sims 2: Family Fun Stuff;PC;2
Dreamer Series: Horse Trainer;DS;2
Hogs of War;PS;2
Elven Legacy;PC;2
Katekyoo Hitman Reborn! Dream Hyper Battle!;PS2;2
Muchi Muchi Pork & Pink Sweets;X360;2
Trapped Dead;PC;2
Meiji Toukyou Renka;PSP;2
Point Blank 3;PS;2
Mushihimesama;X360;2
Higurashi no Naku Koro ni: Jan;PSP;2
Ratchet & Clank Collection;PSV;2
Elvandia Story;PS2;2
Winning Post 8 2016;PS4;2
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira;PSP;2
Triggerheart Excelica Enhanced;PS2;2
Vietcong;PC;2
Nervous Brickdown;DS;2
Puzzle Star Sweep;PS;2
Battle Spirits: Kiseki no Hasha;PSP;2
Maximum Racing: Crash Car Racer;Wii;2
The Conveni 4;PS2;2
The Cheetah Girls;GBA;2
Charlie's Angels;GC;2
Kamen Rider: Battride War II;WiiU;2
Niko Puchi Girls Runway;3DS;2
uDraw Studio: Instant Artist;X360;2
The Testament of Sherlock Holmes;X360;2
Seitokai no Ichizon: DS-suru Seitokai;DS;2
Disney Infinity;PSV;2
Guitar Hero III: Legends of Rock;PC;2
Teenage Mutant Ninja Turtles Double Pack;GBA;2
The Crew: Wild Run;XOne;2
Prism Ark: Awake;PS2;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8;PS3;2
Rozen Maiden: Duellwalzer;PS2;2
Rugby 06;XB;2
Winter Blast: 9 Snow & Ice Games;Wii;2
Coven and Labyrinth of Refrain;PSV;2
Marvel Avengers: Battle for Earth;X360;2
Natsuiro High School: Seishun Hakusho;PS3;2
Uppers;PSV;2
Shrek / Shark Tale Game Boy Advance Video;GBA;2
Lovely x Cation 1 & 2;PSV;2
Urban Chaos: Riot Response;XB;2
Starship Troopers;PC;2
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special;PS3;2
Ginga Fukei Densetsu: Sapphire;TG16;2
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!;PS2;2
The Mummy;GBA;2
Guitar Freaks V3 & DrumMania V3;PS2;2
Chrysler Classic Racing;DS;2
The Crow: City of Angels;PS;2
Military History: Commander - Europe at War;PSP;2
Snow Portable;PSP;2
Heroes of the Pacific;PC;2
Poyo Poyo Kansatsu Nikki;3DS;2
Jinsei Game DS;DS;2
Guitar Freaks & DrumMania: Masterpiece Gold;PS2;2
7 Roses: A Darkness Rises;PC;2
Nil Admirari no Tenbin: Teito Genwaku Toukidan;PSV;2
Broken Sword: The Sleeping Dragon;XB;2
Reversal Challenge;DS;2
Darksiders;PS3;2
Tycoon City: New York;PC;2
Miyako;PSP;2
Motto NUGA-CEL!;PSP;2
NHL 09;PC;2
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales);PS2;2
Super Dodge Ball;NG;2
11eyes: CrossOver;PSP;2
Gon: BakuBakuBakuBaku Adventure;3DS;2
Style Book: Junior City;DS;2
Earth Seeker;Wii;2
The Crew: Wild Run;PC;2
Warhammer 40,000: Dawn of War: Soulstorm;PC;2
IGT Slots: Lucky Larry's Lobstermania;PC;2
Atlantic Quest;PC;2
Bakumatsu Rock: Ultra Soul;PSV;2
Barbie as the Princess and the Pauper;GBA;2
Tantei Opera: Milky Holmes;PSP;2
PopCap Hits!;X360;2
Entaku no Seito: The Eternal Legend;PSP;2
New Atelier Rorona: Hajimari no Monogatari;3DS;2
WorldShift;PC;2
My Hero: Doctor;DS;2
Rainbow Islands Revolution;DS;2
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection;PS2;2
Pillars of Eternity;PC;2
Cabela's Alaskan Adventure;PS2;2
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses;PSP;2
Elf Bowling 1 & 2;DS;2
Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.;PSV;2
Germany's Next Topmodel 2011;Wii;2
Heavy Fire: Afghanistan;PC;2
Arabians Lost: The Engagement on Desert;PS2;2
Legendary;PC;2
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen;DS;2
Garfield Gets Real;DS;2
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen;DS;2
Gakken DS: Shin TOEIC Test Kanzen Kouryaku;DS;2
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi;PS2;2
Crime Scene;DS;2
Puzzle Guzzle;PSP;2
Starry ? Sky: After Summer;PSP;2
Thomas & Friends: Hero of the Rails;Wii;2
Empire Deluxe;PC;2
ESPN NFL Primetime 2002;XB;2
Gallop Racer Inbreed;PS2;2
Red Ninja: End of Honor;XB;2
Ketsui: Kizuna Jigoku Tachi Extra;X360;2
Frisbee Disc Freestyle / Frisbee Disc Golf;DS;2
The King of Fighters Collection: The Orochi Saga (JP sales);PS2;2
Suzumiya Haruhi-Chan no Mahjong;PSP;2
Commandos 3: Destination Berlin;PC;2
Tsuki no Hikari: Shizumeru Kane no Satsujin;PS2;2
James Bond 007: Blood Stone;PC;2
Chili Con Carnage;PSP;2
Writing and Speaking Beautiful Japanese DS;DS;2
Sega Ages 2500 Series Vol. 26: Dynamite Deka;PS2;2
Kong: The Animated Series;GBA;2
Puzzle Quest: Challenge of the Warlords;PSP;2
Casper's Scare School: Spooky Sports Day;DS;2
Koisuru Otome to Shugo no Tate Portable;PSP;2
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana;3DS;2
Garfield's Nightmare;DS;2
Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere;PS2;2
Bakumatsu Renka: Karyuu Kenshi-den;PS2;2
Grisaia no Rakuen: Le Eden de la Grisaia;PSV;2
Iridium Runners;PS2;2
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu;DS;2
Tiny Toon Adventures: Wacky Stackers;GBA;2
Princess Frontier Portable;PSP;2
Rock Blast;Wii;2
Touch Detective (JP sales);DS;2
Emergency Mayhem;Wii;2
Mary King's Riding School;DS;2
Voodoo Chronicles: First Sign;PC;2
Rising Zan: The Samurai Gunman;PS;2
Uru: Ages Beyond Myst;PC;2
Prince of Stride;PSV;2
Robopon 2: Cross Version;GBA;2
Mai-Otome Hime: Otome Butou Shi;PS2;2
Ben 10 Omniverse 2;3DS;2
TMNT: Mutant Melee;XB;2
Ultimate Puzzle Games;GBA;2
Kimikare: New Semester;PSP;2
Katekyoo Hitman Reborn! Kindan no Yami no Delta;PS2;2
Prototype: Biohazard Bundle;PS4;2
RoboCop;XB;2
Haneru no Tobira Wii: Girigirissu;Wii;2
Elminage II: Sousei no Megami to Unmei no Daichi;PSP;2
Titanic Mystery;Wii;2
Aqua Panic!;DS;2
Blazing Souls;PS2;2
Blood Bowl: Legendary Edition;PC;2
Invizimals: The Lost Kingdom;PS3;2
Worms;X360;2
Seinaru Kana: Orichalcum no Na no Motoni;PSP;2
NHL 2K3;GC;2
The Hustle: Detroit Streets;XB;2
Tail of the Sun;PS;2
Revolution: 25th Anniversary Collection;PC;2
Barnyard Blast: Swine of the Night;DS;2
Back to the Future: The Game;XOne;2
Space Channel 5: Ulala's Cosmic Attack;GBA;2
Balls of Fury;DS;2
Still Life 2;PC;2
Virtua Quest;PS2;2
Disney Sports Basketball;GBA;2
Ozzy & Drix;GBA;2
Nobunaga no Yabou: Soutensoku with Power-Up Kit;PSP;2
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo;PS2;2
Disney Sports Football;GC;2
Castle Shikigami 2;PS2;2
Wizardry Twin Pack;PS3;2
Rabbids Invasion: The Interactive TV Show;PS4;2
Gadget Racers (PAL);PS2;2
Moe Star: Moeru Toudai Eigojuku;DS;2
The Cube;Wii;2
Bejeweled Blitz;PC;2
Peggle Nights;PC;2
Pulse Racer;XB;2
Freestyle Metal X;GC;2
Tegami Bachi: Kokoro Tsumugu Mono e;PSP;2
Spirits & Spells;GC;2
Agatha Christie: Death on the Nile;PC;2
Antiphona no Seikahime: Tenshi no Gakufu Op.A;PSP;2
NBA 07;PS2;2
Mystery Tales 2: The Spirit Mask;DS;2
Rogue Trooper;XB;2
Combat Flight Simulator 3: Battle for Europe;PC;2
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2;PS3;2
Tomb Raider: Legend;PC;2
Command & Conquer 3: Kane's Wrath;PC;2
Eyeshield 21: Portable Edition;PSP;2
Taishou Moebius Line Vitable;PSV;2
